Season,Club (grouped),Club,First Name,Last Name,Position,Total Compensation,Base Salary
2014,DC,DC,Nana,Attakora,D,"$65,576 ","$62,500 "
2014,COL,COL,Dillon,Serna,M,"$65,500 ","$52,500 "
2014,PHI,PHI,Fred,Carreiro,M,"$65,460 ","$65,460 "
2014,CLB,CLB,Ben,Speas,F,"$65,100 ","$65,100 "
2014,SEA,SEA,Marcus,Hahnemann,GK,"$65,000 ","$65,000 "
2014,VAN,VAN,Mehdi,Ballouchy,M,"$65,000 ","$65,000 "
2014,VAN,VAN,Nicolas,Mezquida,M-F,"$65,000 ","$65,000 "
2014,LAG,LA,Tommy,Meyer,D,"$64,598 ","$50,848 "
2014,TFC,TOR,Bright,Dike,F,"$63,575 ","$60,638 "
2014,LAG,LA,Brian,Perk,GK,"$63,125 ","$60,000 "
2014,CHV,CHV,Caleb,Calvert,F,"$62,500 ","$55,000 "
2014,RBNY,NY,Connor,Lade,D,"$61,963 ","$57,750 "
2014,LAG,LA,Kyle,Venter,D,"$61,000 ","$48,500 "
2014,VAN,VAN,Mamadou,Diouf,F,"$61,000 ","$48,500 "
2014,DC,DC,Kyle,Porter,M,"$60,956 ","$52,313 "
2014,SJ,SJ,Michael,Fucito,MF,"$60,640 ","$57,750 "
2014,CHI,CHI,Quincy,Amarikwa,F,"$60,000 ","$60,000 "
2014,CHV,CHV,Thomas,McNamara,M,"$60,000 ","$48,500 "
2014,COL,COL,Grant,Van de Casteele,D,"$60,000 ","$48,500 "
2014,MTL,MTL,Andres,Romero,F,"$60,000 ","$60,000 "
2014,SEA,SEA,Onyekachi,Apam,D,"$60,000 ","$60,000 "
2014,TFC,TOR,Chris,Konopka,GK,"$60,000 ","$60,000 "
2014,VAN,VAN,Caleb,Clarke,F,"$60,000 ","$60,000 "
2014,NE,NE,Scott,Caldwell,M,"$59,813 ","$52,313 "
2014,SJ,SJ,Shaun,Francis,D,"$57,890 ","$55,000 "
2014,RSL,RSL,Luke,Mulholland,M,"$56,250 ","$55,000 "
2014,COL,COL,Gale,Agbossoumonde,D,"$55,492 ","$48,825 "
2014,POR,POR,Danny,O'Rourke,D,"$55,008 ","$55,008 "
2014,VAN,VAN,Samuel,Adekugbe,D,"$55,000 ","$50,000 "
2014,SEA,SEA,Kevin,Parsemain,F,"$54,487 ","$48,504 "
2014,PHI,PHI,Antoine,Hoppenot,F,"$54,450 ","$54,450 "
2014,COL,COL,Charles,Eloundou,F,"$53,825 ","$48,825 "
2014,POR,POR,Steven,Evans,M,"$53,825 ","$48,825 "
2014,CHI,CHI,Benji,Joya,M,"$53,504 ","$48,504 "
2014,VAN,VAN,Andre,Lewis,M,"$53,500 ","$48,500 "
2014,FCD,DAL,Alejandro,Zendejas,F,"$53,171 ","$36,504 "
2014,PHI,PHI,Brian,Brown,F,"$53,004 ","$48,504 "
2014,COL,COL,Joe,Nasco,GK,"$52,694 ","$50,000 "
2014,SEA,SEA,Zach,Scott,D,"$52,500 ","$52,500 "
2014,PHI,PHI,Raymon,Gaddis,D,"$52,313 ","$52,313 "
2014,CLB,CLB,Romain,Gall,M,"$51,886 ","$48,504 "
2014,DC,DC,Michael,Seaton,F,"$51,500 ","$48,500 "
2014,NE,NE,Andre,Akpan,F,"$51,333 ","$48,500 "
2014,PHI,PHI,Corben,Bone,M,"$51,325 ","$48,825 "
2014,KC,KC,Soony,Saad,F,"$51,150 ","$51,150 "
2014,SEA,SEA,Michael,Azira,D,"$51,148 ","$48,504 "
2014,RSL,RSL,Benjamin,Lopez,F,"$51,105 ","$48,500 "
2014,LAG,LA,Oscar,Sorto,D,"$50,700 ","$48,825 "
2014,LAG,LA,Joseph,Villarreal,M,"$50,700 ","$48,825 "
2014,FCD,DAL,Moises,Hernandez,D,"$50,450 ","$48,825 "
2014,SJ,SJ,Cordell,Cato,F,"$50,400 ","$50,400 "
2014,SEA,SEA,Josh,Ford,GK,"$50,240 ","$48,500 "
2014,VAN,VAN,Carlyle,Mitchell,D,"$50,075 ","$48,825 "
2014,CHV,CHV,Martin,Rivero,M,"$50,004 ","$50,004 "
2014,CHV,CHV,Leandro,Barrera,F,"$50,000 ","$50,000 "
2014,MTL,MTL,Santiago,Gonzalez,M/F,"$50,000 ","$50,000 "
2014,HOU,HOU,Bryan,Salazar,F,"$49,825 ","$48,825 "
2014,DC,DC,Conor,Doyle,F,"$49,750 ","$48,500 "
2014,KC,KC,Kevin,Ellis,D,"$49,575 ","$48,825 "
2014,SEA,SEA,Cam,Weaver,F,"$49,004 ","$48,504 "
2014,KC,KC,Erik,Palmer-Brown,D,"$49,000 ","$48,500 "
2014,POR,POR,Alvas,Powell,D,"$48,828 ","$48,828 "
2014,CHI,CHI,Steven,Kinney,D,"$48,825 ","$48,825 "
2014,CLB,CLB,Bernardo,Anor,M,"$48,825 ","$48,825 "
2014,CLB,CLB,Chad,Barson,D,"$48,825 ","$48,825 "
2014,CLB,CLB,Eric,Gehrig,M,"$48,825 ","$48,825 "
2014,CLB,CLB,Kevan,George,M,"$48,825 ","$48,825 "
2014,CLB,CLB,Matt,Lampson,GK,"$48,825 ","$48,825 "
2014,CLB,CLB,Aaron,Schoenfeld,F,"$48,825 ","$48,825 "
2014,COL,COL,Kamani,Hill,M,"$48,825 ","$48,825 "
2014,FCD,DAL,Stephen,Keel,D,"$48,825 ","$48,825 "
2014,DC,DC,Alex,Caskey,M,"$48,825 ","$48,825 "
2014,DC,DC,Andrew,Dykstra,GK,"$48,825 ","$48,825 "
2014,DC,DC,David,Estrada,F,"$48,825 ","$48,825 "
2014,DC,DC,Joe,Willis,GK,"$48,825 ","$48,825 "
2014,HOU,HOU,Servando,Carrasco,M,"$48,825 ","$48,825 "
2014,HOU,HOU,Brian,Ownby,M,"$48,825 ","$48,825 "
2014,KC,KC,Lawrence,Olum,M/D,"$48,825 ","$48,825 "
2014,LAG,LA,Rafael,Garcia,M,"$48,825 ","$48,825 "
2014,LAG,LA,Brian,Rowe,GK,"$48,825 ","$48,825 "
2014,LAG,LA,Kenney,Walker,M,"$48,825 ","$48,825 "
2014,MTL,MTL,Evan,Bush,GK,"$48,825 ","$48,825 "
2014,MTL,MTL,Karl,Ouimette,D,"$48,825 ","$48,825 "
2014,RBNY,NY,Michael,Bustamante,M-D,"$48,825 ","$48,825 "
2014,RBNY,NY,Ian,Christianson,M,"$48,825 ","$48,825 "
2014,PHI,PHI,Aaron,Wheeler,F,"$48,825 ","$48,825 "
2014,POR,POR,Rauwshan,McKenzie,D,"$48,825 ","$48,825 "
2014,POR,POR,Michael,Nanchoff,M,"$48,825 ","$48,825 "
2014,RSL,RSL,Jeff,Attinella,GK,"$48,825 ","$48,825 "
2014,RSL,RSL,Cole,Grossman,M,"$48,825 ","$48,825 "
2014,RSL,RSL,Sebastian,Velasquez,M,"$48,825 ","$48,825 "
2014,SEA,SEA,Andy,Rose,M,"$48,825 ","$48,825 "
2014,TFC,TOR,Mark,Bloom,D,"$48,825 ","$48,825 "
2014,SEA,SEA,Sean,Okoli,F,"$48,750 ","$48,500 "
2014,SEA,SEA,Aaron,Kovar,M,"$48,700 ","$48,500 "
2014,CHV,CHV,Luis,Bolanos,F,"$48,504 ","$48,504 "
2014,CHV,CHV,Felix,Borja,F,"$48,504 ","$48,504 "
2014,CHV,CHV,Akira,Kaji,D,"$48,504 ","$48,504 "
2014,HOU,HOU,Mark,Sherrod,F,"$48,504 ","$48,504 "
2014,KC,KC,Jimmy,Medranda,M,"$48,504 ","$48,504 "
2014,VAN,VAN,Kianz,Froese,M-F,"$48,504 ","$44,004 "
2014,CHI,CHI,Greg,Cochrane,D,"$48,500 ","$48,500 "
2014,CHI,CHI,Matthew,Fondy,F,"$48,500 ","$48,500 "
2014,CHI,CHI,Hunter,Jumper,D,"$48,500 ","$48,500 "
2014,CHI,CHI,Alec,Kann,GK,"$48,500 ","$48,500 "
2014,CHI,CHI,Chris,Ritter,M,"$48,500 ","$48,500 "
2014,CHI,CHI,Grant,Ward,F,"$48,500 ","$48,500 "
2014,CHV,CHV,Matthew,Dunn,M,"$48,500 ","$48,500 "
2014,CLB,CLB,Brad,Stuver,GK,"$48,500 ","$48,500 "
2014,CLB,CLB,Ben,Sweat,D,"$48,500 ","$48,500 "
2014,CLB,CLB,Matt,Wiet,D,"$48,500 ","$48,500 "
2014,COL,COL,Brian,Mullan,M,"$48,500 ","$48,500 "
2014,FCD,DAL,Tesho,Akindele,F,"$48,500 ","$48,500 "
2014,FCD,DAL,Jesse,Gonzalez,GK,"$48,500 ","$48,500 "
2014,FCD,DAL,Ryan,Hollingshead,M,"$48,500 ","$48,500 "
2014,FCD,DAL,Brian,Span,M,"$48,500 ","$48,500 "
2014,DC,DC,Kofi,Opare,D,"$48,500 ","$48,500 "
2014,KC,KC,Igor,Juliao,D,"$48,500 ","$48,500 "
2014,LAG,LA,Dan,Gargan,D,"$48,500 ","$48,500 "
2014,LAG,LA,Chandler,Hoffman,F,"$48,500 ","$48,500 "
2014,LAG,LA,Jack,McBean,F,"$48,500 ","$48,500 "
2014,LAG,LA,Charlie,Rugg,F,"$48,500 ","$48,500 "
2014,MTL,MTL,James,Bissue,F,"$48,500 ","$48,500 "
2014,MTL,MTL,Maxime,Crepeau,GK,"$48,500 ","$48,500 "
2014,MTL,MTL,Gorka,Larrea,M,"$48,500 ","$48,500 "
2014,MTL,MTL,Wandrille,Lefevre,M,"$48,500 ","$48,500 "
2014,MTL,MTL,Maxim,Tissot,D,"$48,500 ","$48,500 "
2014,PHI,PHI,Leo,Fernandes,M,"$48,500 ","$48,500 "
2014,POR,POR,Andrew,Weber,GK,"$48,500 ","$48,500 "
2014,RSL,RSL,Rich,Balchan,D,"$48,500 ","$48,500 "
2014,RSL,RSL,Carlos,Salcedo,D,"$48,500 ","$48,500 "
2014,RSL,RSL,Devon,Sandoval,F,"$48,500 ","$48,500 "
2014,SJ,SJ,Adam,Jahn,F,"$48,500 ","$48,500 "
2014,SJ,SJ,JJ,Koval,M,"$48,500 ","$48,500 "
2014,SJ,SJ,Bryan,Meredith,GK,"$48,500 ","$48,500 "
2014,SJ,SJ,Tommy,Muller,D,"$48,500 ","$48,500 "
2014,SJ,SJ,Billy,Schuler,F,"$48,500 ","$48,500 "
2014,TFC,TOR,Nick,Hagglund,D,"$48,500 ","$48,500 "
2014,TFC,TOR,Ryan,Richter,F,"$48,500 ","$48,500 "
2014,RSL,RSL,Justen,Glad,D,"$47,500 ","$36,500 "
2014,RSL,RSL,John,Stertzer,M,"$45,875 ","$36,500 "
2014,COL,COL,John,Neeskens,D,"$42,504 ","$42,504 "
2014,RBNY,NY,Marius,Obekop,M,"$41,500 ","$36,500 "
2014,MTL,MTL,Jeremy,Gagnon-Lapare,M,"$40,504 ","$36,504 "
2014,RSL,RSL,Aaron,Maund,D,"$40,250 ","$36,500 "
2014,POR,POR,Bryan,Gallego,D,"$36,750 ","$36,500 "
2014,CHV,CHV,Michael,Nwiloh,D,"$36,504 ","$36,504 "
2014,CHV,CHV,Trevor,Spangenberg,GK,"$36,504 ","$36,504 "
2014,CHV,CHV,Kristopher,Tyrpak,F,"$36,504 ","$36,504 "
2014,CLB,CLB,Kingsley,Baiden,M,"$36,504 ","$36,504 "
2014,CLB,CLB,Adam,Bedell,F,"$36,504 ","$36,504 "
2014,COL,COL,David,Armstrong,M,"$36,504 ","$36,504 "
2014,FCD,DAL,Victor,Ulloa,M,"$36,504 ","$36,504 "
2014,DC,DC,Taylor,Kemp,D,"$36,504 ","$36,504 "
2014,HOU,HOU,Anthony,Arena,D,"$36,504 ","$36,504 "
2014,HOU,HOU,Michael,Lisch,GK,"$36,504 ","$36,504 "
2014,KC,KC,Michael,Kafari,M,"$36,504 ","$36,504 "
2014,KC,KC,Victor,Munoz,M,"$36,504 ","$36,504 "
2014,MTL,MTL,Louis,Beland-Goyette,M,"$36,504 ","$36,504 "
2014,MTL,MTL,Anthony,Jackson-Hamel,F,"$36,504 ","$36,504 "
2014,MTL,MTL,Zakaria,Messoudi,M,"$36,504 ","$36,504 "
2014,NE,NE,Larry,Jackson,GK,"$36,504 ","$36,504 "
2014,NE,NE,Jossimar,Sanchez,D,"$36,504 ","$36,504 "
2014,NE,NE,Alec,Sundly,M,"$36,504 ","$36,504 "
2014,RBNY,NY,Chris,Duvall,D,"$36,504 ","$36,504 "
2014,RBNY,NY,Eric,Stevenson,M,"$36,504 ","$36,504 "
2014,PHI,PHI,Richard,Marquez,D,"$36,504 ","$36,504 "
2014,PHI,PHI,Pedro,Ribeiro,M,"$36,504 ","$36,504 "
2014,SEA,SEA,Aaron,Long,M,"$36,504 ","$36,504 "
2014,SEA,SEA,Jimmy,Ockford,D,"$36,504 ","$36,504 "
2014,SJ,SJ,Billy,Knutsen,GK,"$36,504 ","$36,504 "
2014,TFC,TOR,Manuel,Aparicio,M,"$36,504 ","$36,504 "
2014,TFC,TOR,Daniel,Lovitz,M,"$36,504 ","$36,504 "
2014,TFC,TOR,Chris,Mannella,M,"$36,504 ","$36,504 "
2014,TFC,TOR,Quillan,Roberts,GK,"$36,504 ","$36,504 "
2014,VAN,VAN,Marco,Carducci,GK,"$36,504 ","$36,504 "
2014,VAN,VAN,Ethen,Sampson,D,"$36,504 ","$36,504 "
2014,CHI,CHI,Marco,Franco,D,"$36,500 ","$36,500 "
2014,CHV,CHV,Donny,Toia,D,"$36,500 ","$36,500 "
2014,CLB,CLB,Ross,Friedman,D,"$36,500 ","$36,500 "
2014,CLB,CLB,Matt,Walker,M,"$36,500 ","$36,500 "
2014,COL,COL,John,Berner,GK,"$36,500 ","$36,500 "
2014,COL,COL,Jared,Watts,M,"$36,500 ","$36,500 "
2014,FCD,DAL,Jonathan,Top,F,"$36,500 ","$36,500 "
2014,FCD,DAL,Nick,Walker,D,"$36,500 ","$36,500 "
2014,DC,DC,Conor,Shanosky,D,"$36,500 ","$36,500 "
2014,KC,KC,Christian,Duke,D,"$36,500 ","$36,500 "
2014,LAG,LA,Bradford,Jamieson,F,"$36,500 ","$36,500 "
2014,LAG,LA,Raul,Mendiola,F,"$36,500 ","$36,500 "
2014,NE,NE,Donnie,Smith,M,"$36,500 ","$36,500 "
2014,NE,NE,Luis,Soffner,GK,"$36,500 ","$36,500 "
2014,RBNY,NY,Ambroise,Bitolo,D,"$36,500 ","$36,500 "
2014,RBNY,NY,Ruben,Bover,M,"$36,500 ","$36,500 "
2014,RBNY,NY,Santiago,Castano,GK,"$36,500 ","$36,500 "
2014,POR,POR,George,Fochive,M,"$36,500 ","$36,500 "
2014,POR,POR,Taylor,Peay,D,"$36,500 ","$36,500 "
2014,RSL,RSL,Eduardo,Fernandez,GK,"$36,500 ","$36,500 "
2014,SEA,SEA,Dylan,Remick,D,"$36,500 ","$36,500 "
2013,SEA,SEA,Clint,Dempsey,F,"$5,038,567 ","$4,913,004 "
2013,RBNY,NY,Thierry,Henry,F,"$4,350,000 ","$3,750,000 "
2013,LAG,LA,Robbie,Keane,F,"$4,333,333 ","$4,000,000 "
2013,RBNY,NY,Tim,Cahill,M,"$3,625,000 ","$3,500,000 "
2013,LAG,LA,Landon,Donovan,F,"$2,500,000 ","$2,500,000 "
2013,MTL,MTL,Marco,Di Vaio,F,"$1,937,508 ","$1,000,008 "
2013,SEA,SEA,Obafemi,Martins,F,"$1,725,000 ","$1,600,000 "
2013,TFC,TOR,Danny,Koevermans,F,"$1,663,323 ","$1,250,000 "
2013,VAN,VAN,Kenny,Miller,F,"$1,124,992 ","$1,114,992 "
2013,SEA,SEA,Fredy,Montero,F,"$856,000 ","$700,000 "
2013,CHI,CHI,Egidio,Rios,M,"$768,000 ","$768,000 "
2013,FCD,DAL,David,Ferreira,M-F,"$730,000 ","$625,000 "
2013,DC,DC,Dwayne,DeRosario,M,"$645,333 ","$600,000 "
2013,CLB,CLB,Federico,Higuain,M-F,"$604,000 ","$440,000 "
2013,SJ,SJ,Chris,Wondolowski,M,"$600,000 ","$550,000 "
2013,PHI,PHI,Jose,Kleberson,M,"$495,000 ","$495,000 "
2013,RSL,RSL,Alvaro,Saborio,F,"$453,333 ","$360,000 "
2013,POR,POR,Diego,Valeri,M,"$400,000 ","$400,000 "
2013,FCD,DAL,Mauro,Diaz,M,"$398,000 ","$312,000 "
2013,KC,KC,Graham,Zusi,F-M,"$383,250 ","$350,000 "
2013,VAN,VAN,Jay,DeMerit,D,"$375,000 ","$325,000 "
2013,HOU,HOU,Brad,Davis,M,"$372,063 ","$325,000 "
2013,CHI,CHI,Alvaro,Fernandez,M,"$366,667 ","$300,000 "
2013,CLB,CLB,Chad,Marshall,D,"$361,250 ","$330,000 "
2013,DC,DC,Chris,Pontius,M-F,"$361,000 ","$330,000 "
2013,CHI,CHI,Bakary,Soumare,D,"$350,000 ","$310,000 "
2013,FCD,DAL,Kenny,Cooper,F,"$342,500 ","$325,000 "
2013,SJ,SJ,Clarence,Goodson,D,"$342,000 ","$315,000 "
2013,RBNY,NY,Heath,Pearce,D,"$340,736 ","$331,236 "
2013,RSL,RSL,Kyle,Beckerman,M,"$328,750 ","$300,000 "
2013,RBNY,NY,Jamison,Olave,D,"$325,000 ","$275,000 "
2013,FCD,DAL,Blas,Perez,F,"$324,250 ","$300,000 "
2013,PHI,PHI,Carlos,Valdes,D,"$321,000 ","$321,000 "
2013,KC,KC,Benny,Feilhaber,M,"$312,188 ","$300,000 "
2013,TFC,TOR,Richard,Eckersley,D,"$310,000 ","$210,000 "
2013,HOU,HOU,Ricardo,Clark,M,"$307,750 ","$274,000 "
2013,MTL,MTL,Alessandro,Nesta,D,"$305,000 ","$260,000 "
2013,DC,DC,Dejan,Jakovic,D,"$303,341 ","$280,000 "
2013,FCD,DAL,George,John,D,"$301,667 ","$275,000 "
2013,POR,POR,Donovan,Ricketts,GK,"$300,000 ","$275,000 "
2013,RSL,RSL,Javier,Morales,M,"$300,000 ","$300,000 "
2013,MTL,MTL,Matteo,Ferrari,D,"$295,475 ","$240,000 "
2013,NE,NE,Juan,Toja,M-F,"$295,000 ","$275,000 "
2013,LAG,LA,,Juninho,M,"$290,000 ","$290,000 "
2013,MTL,MTL,Davy,Arnaud,M,"$290,000 ","$275,000 "
2013,COL,COL,Marvell,Wynne,D,"$285,000 ","$200,000 "
2013,SEA,SEA,Michael,Gspurning,GK,"$285,000 ","$210,000 "
2013,LAG,LA,Omar,Gonzalez,D,"$282,000 ","$205,000 "
2013,COL,COL,Gabriel,Torres,F,"$276,500 ","$264,000 "
2013,COL,COL,Edson,Buddle,F,"$275,000 ","$275,000 "
2013,RSL,RSL,Brandon,McDonald,M,"$273,250 ","$235,000 "
2013,CHI,CHI,Dilaver,Duka,M,"$273,000 ","$140,000 "
2013,KC,KC,Paulo,Nagamura,M,"$270,500 ","$265,000 "
2013,POR,POR,Darlington,Nagbe,M/F,"$266,000 ","$130,000 "
2013,CLB,CLB,Glauber,Berti,D,"$263,333 ","$215,000 "
2013,FCD,DAL,Eric,Hassli,F,"$262,276 ","$237,276 "
2013,CHV,CHV,Carlos,Bocanegra,D,"$261,333 ","$228,000 "
2013,KC,KC,Aurelien,Collin,D,"$256,250 ","$250,000 "
2013,MTL,MTL,Hernan,Bernardello,M,"$250,008 ","$250,008 "
2013,CHI,CHI,Patrick,Nyarko,F,"$249,500 ","$230,000 "
2013,CHI,CHI,Chris,Rolfe,F,"$248,333 ","$225,000 "
2013,LAG,LA,Sean,Franklin,D,"$248,333 ","$225,000 "
2013,VAN,VAN,Camilo,Sanvezzo,F,"$247,500 ","$210,000 "
2013,COL,COL,Drew,Moor,D,"$247,000 ","$235,000 "
2013,MTL,MTL,Troy,Perkins,GK,"$246,833 ","$225,000 "
2013,POR,POR,Diego,Chara,M,"$243,754 ","$200,004 "
2013,POR,POR,Will,Johnson,F,"$243,750 ","$243,750 "
2013,HOU,HOU,Omar,Cummings,F,"$239,000 ","$225,000 "
2013,VAN,VAN,Daigo,Kobayashi,M,"$238,833 ","$225,000 "
2013,FCD,DAL,Raul,Fernandez,GK,"$237,500 ","$150,000 "
2013,VAN,VAN,Nigel,Reo-Coker,D-M,"$237,363 ","$200,000 "
2013,SEA,SEA,Steve,Zakuani,F,"$233,000 ","$135,000 "
2013,VAN,VAN,Lee,Young-Pyo,D,"$231,100 ","$196,900 "
2013,CHI,CHI,Jeff,Larentowicz,D,"$231,000 ","$225,000 "
2013,VAN,VAN,Andy,O'Brien,D,"$230,012 ","$200,012 "
2013,CLB,CLB,Matias,Sanchez,M,"$230,000 ","$190,000 "
2013,CLB,CLB,Jairo,Arrieta,F,"$225,375 ","$216,000 "
2013,SEA,SEA,Mauro,Rosales,M,"$225,000 ","$200,000 "
2013,RBNY,NY,Dax,McCarty,M,"$222,500 ","$180,000 "
2013,MTL,MTL,Andrew,Wenger,D/F,"$222,000 ","$120,000 "
2013,HOU,HOU,Bobby,Boswell,D,"$220,000 ","$220,000 "
2013,KC,KC,Jimmy,Nielsen,GK,"$220,000 ","$200,000 "
2013,SJ,SJ,Steven,Lenhart,F,"$217,500 ","$210,000 "
2013,PHI,PHI,Jeff,Parke,D,"$216,500 ","$205,000 "
2013,TFC,TOR,Bobby,Convey,M,"$215,000 ","$200,000 "
2013,RSL,RSL,Luis,Gil,M,"$213,833 ","$118,750 "
2013,COL,COL,Matt,Pickens,GK,"$212,933 ","$190,000 "
2013,PHI,PHI,Sebastian,Le Toux,M,"$212,813 ","$200,000 "
2013,HOU,HOU,Alexander,Lopez,M,"$212,000 ","$192,000 "
2013,VAN,VAN,Darren,Mattocks,F,"$212,000 ","$120,000 "
2013,RSL,RSL,Nat,Borchers,D,"$211,973 ","$200,004 "
2013,NE,NE,Saer,Sene,F,"$211,538 ","$200,000 "
2013,RSL,RSL,Nick,Rimando,GK,"$210,833 ","$200,000 "
2013,SEA,SEA,Osvaldo,Alonso,M,"$210,000 ","$210,000 "
2013,SJ,SJ,Jason,Hernandez,D,"$208,333 ","$205,000 "
2013,KC,KC,Teal,Bunbury,F,"$208,000 ","$110,000 "
2013,RSL,RSL,Robbie,Findley,F,"$205,500 ","$175,000 "
2013,CHI,CHI,Joel,Lindpere,M,"$205,000 ","$180,000 "
2013,DC,DC,Lionard,Pajoy,F,"$205,000 ","$190,000 "
2013,TFC,TOR,Alvaro,Rey,F,"$204,450 ","$180,000 "
2013,COL,COL,Hendry,Thomas,M,"$200,000 ","$180,000 "
2013,FCD,DAL,Ugo,Ihemelu,D,"$200,000 ","$200,000 "
2013,KC,KC,Claudio,Bieler,F,"$200,000 ","$200,000 "
2013,LAG,LA,Pablo,Mastroeni,M-D,"$200,000 ","$150,000 "
2013,POR,POR,Maximiliano,Urruti,F,"$200,000 ","$200,000 "
2013,TFC,TOR,Stefan,Frei,GK,"$200,000 ","$145,000 "
2013,TFC,TOR,Matias,Laba,M,"$200,000 ","$200,000 "
2013,RBNY,NY,Markus,Holgersson,D,"$199,500 ","$199,500 "
2013,HOU,HOU,Tally,Hall,GK,"$198,500 ","$185,000 "
2013,CHI,CHI,Logan,Pause,M,"$197,833 ","$180,000 "
2013,SJ,SJ,Alan,Gordon,F,"$196,667 ","$175,000 "
2013,CLB,CLB,Eddie,Gaven,M-F,"$195,000 ","$190,000 "
2013,POR,POR,Jack,Jewsbury,D,"$194,750 ","$185,000 "
2013,CHV,CHV,Dan,Kennedy,GK,"$194,167 ","$192,500 "
2013,NE,NE,Kevin,Alston,D,"$194,000 ","$145,000 "
2013,CHI,CHI,Mike,Magee,F,"$191,667 ","$185,000 "
2013,DC,DC,Perry,Kitchen,D,"$190,450 ","$105,000 "
2013,SEA,SEA,Jhon Kennedy,Hurtado,D,"$190,000 ","$190,000 "
2013,VAN,VAN,Joe,Cannon,GK,"$189,917 ","$180,500 "
2013,PHI,PHI,Jack,McInerney,F,"$189,667 ","$125,500 "
2013,POR,POR,Mikael,Silvestre,D,"$186,667 ","$180,000 "
2013,COL,COL,Vincente,Sanchez,F,"$186,188 ","$144,000 "
2013,LAG,LA,Marcelo,Sarvas,M,"$184,375 ","$157,500 "
2013,PHI,PHI,Amobi,Okugo,M,"$184,250 ","$101,250 "
2013,HOU,HOU,Giles,Barnes,M,"$184,188 ","$175,000 "
2013,MTL,MTL,Felipe,Martins,M,"$182,500 ","$150,000 "
2013,SEA,SEA,Brad,Evans,F,"$181,046 ","$167,296 "
2013,KC,KC,Matt,Besler,D,"$180,000 ","$180,000 "
2013,MTL,MTL,Adrian Lopez,Rodriguez,D,"$180,000 ","$180,000 "
2013,SJ,SJ,Sam,Cronin,M,"$177,500 ","$175,000 "
2013,PHI,PHI,Brian,Carroll,M,"$176,400 ","$176,400 "
2013,SJ,SJ,Jon,Busch,GK,"$176,333 ","$165,000 "
2013,VAN,VAN,Gershon,Koffie,M,"$176,000 ","$165,000 "
2013,CLB,CLB,Danny,O'Rourke,D,"$175,000 ","$170,000 "
2013,NE,NE,Juan,Agudelo,F,"$175,000 ","$145,000 "
2013,PHI,PHI,Conor,Casey,F,"$175,000 ","$175,000 "
2013,SJ,SJ,Marvin,Chavez,M,"$175,000 ","$175,000 "
2013,COL,COL,Atiba,Harris,M-F,"$173,275 ","$165,000 "
2013,LAG,LA,Gyasi,Zardes,F,"$173,000 ","$100,000 "
2013,COL,COL,Danny,Mwanga,F,"$171,250 ","$130,000 "
2013,NE,NE,Kelyn,Rowe,M,"$171,000 ","$90,000 "
2013,COL,COL,Brian,Mullan,M,"$170,335 ","$162,000 "
2013,HOU,HOU,Jermaine,Taylor,D,"$169,500 ","$160,000 "
2013,CHI,CHI,Gonzalo,Segares,D,"$168,333 ","$155,000 "
2013,NE,NE,Matt,Reis,GK,"$167,667 ","$165,000 "
2013,RSL,RSL,Chris,Wingert,D,"$167,598 ","$160,598 "
2013,RBNY,NY,David,Carney,M,"$167,000 ","$144,000 "
2013,POR,POR,Michael,Harrington,M-D,"$166,833 ","$140,000 "
2013,RSL,RSL,Anthony,Beltran,D,"$166,800 ","$166,800 "
2013,VAN,VAN,David,Ousted,GK,"$166,156 ","$150,000 "
2013,FCD,DAL,Jackson,Goncalves,D,"$165,375 ","$144,000 "
2013,HOU,HOU,Will,Bruin,F,"$165,000 ","$120,000 "
2013,CHI,CHI,Maicon,Dos Santos,F,"$164,433 ","$157,000 "
2013,MTL,MTL,Patrice,Bernier,F-M,"$162,333 ","$143,000 "
2013,RSL,RSL,Ned,Grabavoy,M,"$161,667 ","$155,000 "
2013,SEA,SEA,Adam,Moffat,M,"$161,608 ","$150,000 "
2013,HOU,HOU,Oscar,Boniek Garcia,F,"$161,250 ","$130,000 "
2013,NE,NE,Andrew,Farrell,D,"$161,000 ","$80,000 "
2013,RBNY,NY,Ibrahim,Sekagya,D,"$159,000 ","$130,000 "
2013,LAG,LA,Todd,Dunivant,D,"$156,750 ","$150,000 "
2013,CHV,CHV,Tristan,Bowen,F,"$156,364 ","$125,000 "
2013,SEA,SEA,Eddie,Johnson,F,"$156,333 ","$150,000 "
2013,TFC,TOR,Robert,Earnshaw,F,"$155,150 ","$138,000 "
2013,FCD,DAL,Walker,Zimmerman,D,"$155,100 ","$75,000 "
2013,CLB,CLB,Tony,Tchani,M,"$155,000 ","$130,000 "
2013,PHI,PHI,Zac,MacMath,GK,"$155,000 ","$110,000 "
2013,CHI,CHI,Sean,Johnson,GK,"$153,000 ","$120,000 "
2013,SJ,SJ,Mehdi,Ballouchy,M,"$152,006 ","$152,006 "
2013,MTL,MTL,Zarek,Valentin,D,"$152,000 ","$100,000 "
2013,DC,DC,John,Thorrington,M,"$150,000 ","$150,000 "
2013,LAG,LA,Carlo,Cudicini,GK,"$150,000 ","$150,000 "
2013,RBNY,NY,Fabian,Espindola,F,"$150,000 ","$150,000 "
2013,POR,POR,Frederic,Piquionne,F,"$150,000 ","$142,000 "
